time;SSE;E;S;W;SSW;EW
20210618:0310;0;0;0;0;0;0
20210618:0410;0;0;0;0;0;0
20210618:0510;4.49;4.49;4;4;4;4.245
20210618:0610;169.5;222.61;135.42;110.81;110.05;166.71
20210618:0710;288.21;341.64;244.88;163.79;198.33;252.715
20210618:0810;484.06;538.55;417.62;179.48;337.4;359.015
20210618:0910;668.99;679.39;603.54;275.04;513.49;477.215
20210618:1010;653.77;609.46;626.01;411.98;577.11;510.72
20210618:1110;757.37;634.63;755.84;548.61;725.31;591.62
20210618:1210;717.98;538.01;751.08;637.44;755.22;587.725
20210618:1310;607.63;406.85;667.6;654.99;702.53;530.92
20210618:1410;417.17;294.64;467.03;513.54;504.82;404.09
20210618:1510;346.24;133.53;456.87;626.41;548.5;379.97
20210618:1610;176.04;93.66;313.1;583.43;436.56;338.545
20210618:1710;56.84;76.46;140.38;451.06;264.07;263.76
20210618:1810;35.86;35.86;35.86;360.12;111.1;197.99
20210618:1910;8.65;8.65;8.65;33.24;8.65;20.945
20210618:2010;0;0;0;0;0;0
20210618:2110;0;0;0;0;0;0
20210618:2210;0;0;0;0;0;0
20210618:2310;0;0;0;0;0;0
20210619:0010;0;0;0;0;0;0
20210619:0110;0;0;0;0;0;0
20210619:0210;0;0;0;0;0;0
20210619:0310;0;0;0;0;0;0
20210619:0410;9.14;14.43;8.47;8.47;8.47;11.45
20210619:0510;124.52;366.93;41.32;41.32;41.32;204.125
20210619:0610;309.72;529.3;157.66;66.16;46.06;297.73
20210619:0710;461.26;606.53;335.92;96.94;194.3;351.735
20210619:0810;560.81;632.22;472.7;148.06;364.63;390.14
20210619:0910;653.35;663.32;592.09;282.01;507.49;472.665
20210619:1010;696.27;646.83;665.09;417.48;609.67;532.155
20210619:1110;692.41;591.36;691.04;520.26;665.68;555.81
20210619:1210;602.91;484.93;624.96;549.32;627.67;517.125
20210619:1310;617.37;405.58;678.86;665.71;714.22;535.645
20210619:1410;402.86;291.54;447.49;488.67;481.04;390.105
20210619:1510;279.04;212.01;314.99;372.41;345.66;292.21
20210619:1610;190.78;156.26;245.53;359.97;296.53;258.115
20210619:1710;99.31;95.34;106.93;135.95;118.07;115.645
20210619:1810;30.4;30.4;30.4;32.83;32.83;31.615
20210619:1910;1.21;1.21;1.21;1.46;1.21;1.335
20210619:2010;0;0;0;0;0;0
20210619:2110;0;0;0;0;0;0
20210619:2210;0;0;0;0;0;0
20210619:2310;0;0;0;0;0;0
20210620:0010;0;0;0;0;0;0
20210620:0110;0;0;0;0;0;0
20210620:0210;0;0;0;0;0;0
20210620:0310;0;0;0;0;0;0
20210620:0410;8.89;19.74;8.4;8.4;8.4;14.07
20210620:0510;128.49;394.48;38.33;38.33;38.33;216.405
20210620:0610;255.71;405.07;156.93;99.21;83.88;252.14
20210620:0710;402.25;514.21;309.19;141.2;207.13;327.705
20210620:0810;574.14;649.13;482.51;150.37;371.04;399.75
20210620:0910;407;410.16;388.47;304.64;364.08;357.4
20210620:1010;460.31;443.41;449.5;370.83;430.86;407.12
20210620:1110;753.63;634.72;751.88;550.27;721.86;592.495
20210620:1210;603;489.49;624.44;550.82;627.01;520.155
20210620:1310;493.91;389.29;526.42;519.21;545.62;454.25
20210620:1410;310.57;277.57;324.41;337.49;335.07;307.53
20210620:1510;330.66;176.6;410.7;533.97;477.3;355.285
20210620:1610;68.32;63.68;68.32;68.32;68.32;66
20210620:1710;31.55;29.2;31.55;31.55;31.55;30.375
20210620:1810;30.71;30.71;30.71;36.11;33.83;33.41
20210620:1910;6.6;6.6;6.6;12.55;6.6;9.575
20210620:2010;0;0;0;0;0;0
20210620:2110;0;0;0;0;0;0
20210620:2210;0;0;0;0;0;0
20210620:2310;0;0;0;0;0;0
20210621:0010;0;0;0;0;0;0
20210621:0110;0;0;0;0;0;0
20210621:0210;0;0;0;0;0;0
20210621:0310;0;0;0;0;0;0
20210621:0410;9.65;20.84;9.13;9.13;9.13;14.985
20210621:0510;35.79;35.79;33.16;33.16;33.16;34.475
20210621:0610;23.89;23.89;23.89;22.04;23.89;22.965
20210621:0710;53.69;53.69;53.69;49.93;53.69;51.81
20210621:0810;169.16;169.66;168.59;166.69;167.92;168.175
20210621:0910;197.05;197.11;196.71;195.18;196.26;196.145
20210621:1010;122.15;122.15;122.15;122.15;122.15;122.15
20210621:1110;219.87;219.62;219.87;219.46;219.8;219.54
20210621:1210;203.44;203.44;203.44;203.44;203.44;203.44
20210621:1310;163.53;163.53;163.53;163.53;163.53;163.53
20210621:1410;401.92;307.98;440.34;476.07;469.55;392.025
20210621:1510;150.73;150.12;151.06;151.62;151.36;150.87
20210621:1610;194.47;126.41;310.25;543.75;415.92;335.08
20210621:1710;103.91;99.36;110.9;137.37;121.06;118.365
20210621:1810;50.48;50.48;50.48;261.16;100.13;155.82
20210621:1910;9.76;9.76;9.76;48.59;9.76;29.175
20210621:2010;0;0;0;0;0;0
20210621:2110;0;0;0;0;0;0
20210621:2210;0;0;0;0;0;0
20210621:2310;0;0;0;0;0;0
20210622:0010;0;0;0;0;0;0
20210622:0110;0;0;0;0;0;0
20210622:0210;0;0;0;0;0;0
20210622:0310;0;0;0;0;0;0
20210622:0410;0;0;0;0;0;0
20210622:0510;4.76;4.76;4.24;4.24;4.24;4.5
20210622:0610;13.67;13.67;13.67;12.51;13.67;13.09
20210622:0710;31.87;31.87;31.87;29.49;31.87;30.68
20210622:0810;64.28;64.28;64.28;64.28;64.28;64.28
20210622:0910;102.72;102.72;102.72;102.72;102.72;102.72
20210622:1010;169.45;169.45;169.45;169.45;169.45;169.45
20210622:1110;154.83;154.83;154.83;154.83;154.83;154.83
20210622:1210;122.5;122.5;122.5;122.5;122.5;122.5
20210622:1310;98.78;98.78;98.78;98.78;98.78;98.78
20210622:1410;66.93;66.93;66.93;66.93;66.93;66.93
20210622:1510;93.73;93.73;93.73;93.73;93.73;93.73
20210622:1610;55.71;51.82;55.71;55.71;55.71;53.765
20210622:1710;18.35;16.87;18.35;18.35;18.35;17.61
20210622:1810;14.91;14.91;14.91;16.25;16.25;15.58
20210622:1910;0;0;0;0;0;0
20210622:2010;0;0;0;0;0;0
20210622:2110;0;0;0;0;0;0
20210622:2210;0;0;0;0;0;0
20210622:2310;0;0;0;0;0;0
20210623:0010;0;0;0;0;0;0
20210623:0110;0;0;0;0;0;0
20210623:0210;0;0;0;0;0;0
20210623:0310;0;0;0;0;0;0
20210623:0410;0.73;0.73;0.54;0.54;0.54;0.635
20210623:0510;12.33;12.33;11.26;11.26;11.26;11.795
20210623:0610;35.88;35.88;35.88;33.24;35.88;34.56
20210623:0710;79.1;79.1;79.1;73.78;79.1;76.44
20210623:0810;126.8;126.8;126.8;126.8;126.8;126.8
20210623:0910;113.36;113.36;113.36;113.36;113.36;113.36
20210623:1010;109.83;109.83;109.83;109.83;109.83;109.83
20210623:1110;114.62;114.62;114.62;114.62;114.62;114.62
20210623:1210;129.84;129.84;129.84;129.84;129.84;129.84
20210623:1310;113.12;113.12;113.12;113.12;113.12;113.12
20210623:1410;121.03;121.03;121.03;121.03;121.03;121.03
20210623:1510;112.88;112.88;112.88;112.88;112.88;112.88
20210623:1610;153.82;141.81;158.89;169.98;163.75;155.895
20210623:1710;90.88;85.45;92.97;100.88;96.01;93.165
20210623:1810;43.29;43.29;43.29;56.28;48.79;49.785
20210623:1910;3.13;3.13;3.13;3.56;3.13;3.345
20210623:2010;0;0;0;0;0;0
20210623:2110;0;0;0;0;0;0
20210623:2210;0;0;0;0;0;0
20210623:2310;0;0;0;0;0;0
20210624:0010;0;0;0;0;0;0
20210624:0110;0;0;0;0;0;0
20210624:0210;0;0;0;0;0;0
20210624:0310;0;0;0;0;0;0
20210624:0410;10.95;63.27;11.81;11.81;11.81;37.54
20210624:0510;26.46;26.46;24.44;24.44;24.44;25.45
20210624:0610;112.33;122.08;106.18;96.35;101.77;109.215
20210624:0710;133.4;134.59;132.46;122.58;131.48;128.585
20210624:0810;199.44;201.25;197.35;190.52;194.94;195.885
20210624:0910;243.01;243.34;241.24;233.38;238.92;238.36
20210624:1010;144.76;144.76;144.76;144.76;144.76;144.76
20210624:1110;172.09;172.09;172.09;172.09;172.09;172.09
20210624:1210;218.37;218.02;218.44;218.2;218.45;218.11
20210624:1310;306.05;293.66;310.02;309.03;312.38;301.345
20210624:1410;238.47;232.36;241.04;243.45;243.03;237.905
20210624:1510;193.25;188.24;196.01;200.54;198.42;194.39
20210624:1610;175.49;158.79;188.76;217.63;201.43;188.21
20210624:1710;106.71;112.34;143.45;277.11;195.5;194.725
20210624:1810;54.92;54.92;54.92;123.85;73.41;89.385
20210624:1910;0.51;0.51;0.51;0.69;0.51;0.6
20210624:2010;0;0;0;0;0;0
20210624:2110;0;0;0;0;0;0
20210624:2210;0;0;0;0;0;0
20210624:2310;0;0;0;0;0;0
20210625:0010;0;0;0;0;0;0
20210625:0110;0;0;0;0;0;0
20210625:0210;0;0;0;0;0;0
20210625:0310;0;0;0;0;0;0
20210625:0410;2.58;2.58;2.24;2.24;2.24;2.41
20210625:0510;112.92;292.01;53.62;53.62;53.62;172.815
20210625:0610;287.01;473.45;160.22;88.31;67.79;280.88
20210625:0710;467.5;615.17;341.66;109.53;200.71;362.35
20210625:0810;614.75;698.68;511.52;127.95;383.99;413.315
20210625:0910;731.81;745.29;656.99;277.26;553.6;511.275
20210625:1010;731.2;679.62;697.24;433.96;637.61;556.79
20210625:1110;753.94;639.08;751.68;553.82;721.87;596.45
20210625:1210;734.12;556.6;766.03;651;769.27;603.8
20210625:1310;504.63;399.7;537;528.8;555.96;464.25
20210625:1410;307.2;279.56;318.75;329.5;327.64;304.53
20210625:1510;303.38;225.36;345.13;411.65;380.82;318.505
20210625:1610;194.06;168.62;225.84;293.88;255.9;231.25
20210625:1710;95.65;90.46;99.31;112.96;104.56;101.71
20210625:1810;49.02;49.02;49.02;75.53;57.86;62.275
20210625:1910;10.24;10.24;10.24;68.48;10.24;39.36
20210625:2010;0;0;0;0;0;0
20210625:2110;0;0;0;0;0;0
20210625:2210;0;0;0;0;0;0
20210625:2310;0;0;0;0;0;0
20210626:0010;0;0;0;0;0;0
20210626:0110;0;0;0;0;0;0
20210626:0210;0;0;0;0;0;0
20210626:0310;0;0;0;0;0;0
20210626:0410;0.71;0.71;0.52;0.52;0.52;0.615
20210626:0510;19.69;19.69;18.12;18.12;18.12;18.905
20210626:0610;174.93;230.43;139.59;115.08;114.01;172.755
20210626:0710;420.4;543.69;316.51;128.93;201.19;336.31
20210626:0810;581.78;658.5;487.09;132.46;369.63;395.48
20210626:0910;644.33;655.17;584.75;284.63;502.65;469.9
20210626:1010;554.83;526.59;536.11;396.51;503.66;461.55
20210626:1110;648.43;564.51;646.69;502.01;624.77;533.26
20210626:1210;581.01;477.99;599.84;532;601.7;504.995
20210626:1310;527.87;395.95;566.86;556.76;589.28;476.355
20210626:1410;416.27;298.07;462.84;504.49;497.5;401.28
20210626:1510;312.88;205.75;368.7;455.15;415.51;330.45
20210626:1610;179.78;160.36;199.23;241;217.65;200.68
20210626:1710;107.06;104.53;120.4;169.3;139.3;136.915
20210626:1810;52.14;52.14;52.14;98.81;65.65;75.475
20210626:1910;10.68;10.68;10.68;75.3;10.68;42.99
20210626:2010;0;0;0;0;0;0
20210626:2110;0;0;0;0;0;0
20210626:2210;0;0;0;0;0;0
20210626:2310;0;0;0;0;0;0
20210627:0010;0;0;0;0;0;0
20210627:0110;0;0;0;0;0;0
20210627:0210;0;0;0;0;0;0
20210627:0310;0;0;0;0;0;0
20210627:0410;0;0;0;0;0;0
20210627:0510;38;40.32;34.56;34.56;34.56;37.44
20210627:0610;197.76;281.58;143.76;110.66;104.73;196.12
20210627:0710;238.46;268.94;214.27;165.64;188.69;217.29
20210627:0810;380.38;411.27;344.09;221.14;301.49;316.205
20210627:0910;499.15;505.58;464.64;303.06;418.57;404.32
20210627:1010;536.38;509.69;518.59;387.06;487.87;448.375
20210627:1110;267.77;265.1;267.71;263.23;266.99;264.165
20210627:1210;352.96;334.8;356.44;344.07;356.77;339.435
20210627:1310;161.66;161.66;161.66;161.66;161.66;161.66
20210627:1410;242.97;234.39;246.57;249.89;249.34;242.14
20210627:1510;117.53;117.53;117.53;117.53;117.53;117.53
20210627:1610;78.68;73.42;78.68;78.68;78.68;76.05
20210627:1710;38.33;35.55;38.33;38.33;38.33;36.94
20210627:1810;11.84;11.84;11.84;12.94;12.94;12.39
20210627:1910;5.6;5.6;5.6;6.22;6.22;5.91
20210627:2010;0;0;0;0;0;0
20210627:2110;0;0;0;0;0;0
20210627:2210;0;0;0;0;0;0
20210627:2310;0;0;0;0;0;0
20210628:0010;0;0;0;0;0;0
20210628:0110;0;0;0;0;0;0
20210628:0210;0;0;0;0;0;0
20210628:0310;0;0;0;0;0;0
20210628:0410;0;0;0;0;0;0
20210628:0510;46.49;51.35;41.79;41.79;41.79;46.57
20210628:0610;73.75;74.88;73.04;67.76;72.54;71.32
20210628:0710;53.94;53.94;53.94;50.18;53.94;52.06
20210628:0810;75.7;75.7;75.7;75.7;75.7;75.7
20210628:0910;165.59;165.59;165.59;165.59;165.59;165.59
20210628:1010;106.94;106.94;106.94;106.94;106.94;106.94
20210628:1110;688.44;591.4;686.27;518.22;660.65;554.81
20210628:1210;463.41;412.67;473.01;438.51;473.89;425.59
20210628:1310;348.9;322.46;357.28;354.94;362.23;338.7
20210628:1410;376.69;304.18;406.48;433.56;429.16;368.87
20210628:1510;205.35;196.58;210.14;217.93;214.31;207.255
20210628:1610;195.34;129.57;303.17;519.2;401.31;324.385
20210628:1710;87.29;100.11;146.37;354.63;228.9;227.37
20210628:1810;30.2;30.2;30.2;32.62;32.62;31.41
20210628:1910;7.81;7.81;7.81;19.69;8.22;13.75
20210628:2010;0;0;0;0;0;0
20210628:2110;0;0;0;0;0;0
20210628:2210;0;0;0;0;0;0
20210628:2310;0;0;0;0;0;0
20210629:0010;0;0;0;0;0;0
20210629:0110;0;0;0;0;0;0
20210629:0210;0;0;0;0;0;0
20210629:0310;0;0;0;0;0;0
20210629:0410;9.78;70.79;10.98;10.98;10.98;40.885
20210629:0510;58.08;75.98;49.07;49.07;49.07;62.525
20210629:0610;306.36;528.42;151.63;63.79;42.44;296.105
20210629:0710;497.25;665.15;351.75;76.14;186.73;370.645
20210629:0810;639.16;729.63;526.81;101.16;386.23;415.395
20210629:0910;719.85;733.3;646.64;268.06;544.65;500.68
20210629:1010;688.43;642.3;657.56;418.77;603.48;530.535
20210629:1110;484.92;447.47;484.03;420.22;473.93;433.845
20210629:1210;187.05;187.05;187.05;187.05;187.05;187.05
20210629:1310;390.2;347.01;403.76;399.86;411.71;373.435
20210629:1410;188.9;187.82;189.34;189.75;189.69;188.785
20210629:1510;32.11;32.11;32.11;32.11;32.11;32.11
20210629:1610;31.41;29.07;31.41;31.41;31.41;30.24
20210629:1710;51.5;47.88;51.5;51.5;51.5;49.69
20210629:1810;29.38;29.38;29.38;31.74;31.74;30.56
20210629:1910;2.62;2.62;2.62;3;3;2.81
20210629:2010;0;0;0;0;0;0
20210629:2110;0;0;0;0;0;0
20210629:2210;0;0;0;0;0;0
20210629:2310;0;0;0;0;0;0
20210630:0010;0;0;0;0;0;0
20210630:0110;0;0;0;0;0;0
20210630:0210;0;0;0;0;0;0
20210630:0310;0;0;0;0;0;0
20210630:0410;0;0;0;0;0;0
20210630:0510;4.15;4.15;3.69;3.69;3.69;3.92
20210630:0610;18.45;18.45;18.45;16.96;18.45;17.705
20210630:0710;55.81;55.81;55.81;51.92;55.81;53.865
20210630:0810;80.95;80.95;80.95;80.95;80.95;80.95
20210630:0910;210.38;210.48;209.84;207.45;209.13;208.965
20210630:1010;317.54;314.02;315.16;298.45;311.13;306.235
20210630:1110;108.8;108.8;108.8;108.8;108.8;108.8
20210630:1210;104.41;104.41;104.41;104.41;104.41;104.41
20210630:1310;51.73;51.73;51.73;51.73;51.73;51.73
20210630:1410;118.52;118.52;118.52;118.52;118.52;118.52
20210630:1510;102.07;102.07;102.07;102.07;102.07;102.07
20210630:1610;112.93;105.61;112.93;112.93;112.93;109.27
20210630:1710;33.17;30.71;33.17;33.17;33.17;31.94
20210630:1810;49.02;49.02;49.02;72.87;57.36;60.945
20210630:1910;9.92;9.92;9.92;49.19;9.51;29.555
20210630:2010;0;0;0;0;0;0
20210630:2110;0;0;0;0;0;0
20210630:2210;0;0;0;0;0;0
20210630:2310;0;0;0;0;0;0
20210701:0010;0;0;0;0;0;0
20210701:0110;0;0;0;0;0;0
20210701:0210;0;0;0;0;0;0
20210701:0310;0;0;0;0;0;0
20210701:0410;9.38;35.78;9.38;9.38;9.38;22.58
20210701:0510;7.74;7.74;7;7;7;7.37
20210701:0610;26.64;26.64;26.64;24.6;26.64;25.62
20210701:0710;81.63;81.63;81.63;76.16;81.63;78.895
20210701:0810;163.24;163.5;162.94;161.95;162.59;162.725
20210701:0910;122.63;122.63;122.63;122.63;122.63;122.63
20210701:1010;113.93;113.93;113.93;113.93;113.93;113.93
20210701:1110;372.59;360.09;372.27;351.03;368.85;355.56
20210701:1210;158.22;158.22;158.22;158.22;158.22;158.22
20210701:1310;204.86;204.41;205.01;204.96;205.09;204.685
20210701:1410;154.79;154.79;154.79;154.79;154.79;154.79
20210701:1510;235.89;217.63;245.8;261.73;254.37;239.68
20210701:1610;200.26;172.18;236.04;311.9;269.74;242.04
20210701:1710;108.01;103.75;116.96;149.48;129.54;126.615
20210701:1810;22.75;22.75;22.75;24.65;24.65;23.7
20210701:1910;9.83;9.83;9.83;118.34;7.22;64.085
20210701:2010;0;0;0;0;0;0
20210701:2110;0;0;0;0;0;0
20210701:2210;0;0;0;0;0;0
20210701:2310;0;0;0;0;0;0
20210702:0010;0;0;0;0;0;0
20210702:0110;0;0;0;0;0;0
20210702:0210;0;0;0;0;0;0
20210702:0310;0;0;0;0;0;0
20210702:0410;9.43;145.59;9.43;9.43;9.43;77.51
20210702:0510;45.06;50.11;40.43;40.43;40.43;45.27
20210702:0610;207.02;297.86;148.31;113.99;106.64;205.925
20210702:0710;411.63;529.59;312.42;137.54;202.67;333.565
20210702:0810;638.48;728.12;526.64;100.89;386.21;414.505
20210702:0910;410.97;414.54;392.07;306.82;367.24;360.68
20210702:1010;378.07;370.06;372.65;334.39;363.46;352.225
20210702:1110;613.61;542.68;611.78;488.99;592.61;515.835
20210702:1210;555.53;469.29;571.36;512.3;572.54;490.795
20210702:1310;642.13;426.31;703.63;684.5;738.17;555.405
20210702:1410;522.04;277.88;612.74;688.85;678.06;483.365
20210702:1510;364.12;143.69;473.62;633.53;562.23;388.61
20210702:1610;188.45;90.52;337.42;618.28;468.31;354.4
20210702:1710;48.94;70.52;152.52;502.63;296.52;286.575
20210702:1810;50.07;50.07;50.07;86.71;61.41;68.39
20210702:1910;6.16;6.16;6.16;12.08;6.67;9.12
20210702:2010;0;0;0;0;0;0
20210702:2110;0;0;0;0;0;0
20210702:2210;0;0;0;0;0;0
20210702:2310;0;0;0;0;0;0
20210703:0010;0;0;0;0;0;0
20210703:0110;0;0;0;0;0;0
20210703:0210;0;0;0;0;0;0
20210703:0310;0;0;0;0;0;0
20210703:0410;9.32;65.22;9.32;9.32;9.32;37.27
20210703:0510;114.59;347.34;41.41;41.41;41.41;194.375
20210703:0610;290.47;496.74;148.43;71.2;49.79;283.97
20210703:0710;478.64;639.39;338.5;75.64;179.12;357.515
20210703:0810;508.48;570.14;433.92;167.6;343.66;368.87
20210703:0910;266.25;266.98;262.36;245.17;257.3;256.075
20210703:1010;273.61;271.62;272.26;262.81;269.98;267.215
20210703:1110;206.02;205.77;206.01;205.6;205.94;205.685
20210703:1210;176.26;176.26;176.26;176.26;176.26;176.26
20210703:1310;149.52;149.52;149.52;149.52;149.52;149.52
20210703:1410;75.02;75.02;75.02;75.02;75.02;75.02
20210703:1510;113.74;113.74;113.74;113.74;113.74;113.74
20210703:1610;104.55;97.76;104.55;104.55;104.55;101.155
20210703:1710;37.92;35.16;37.92;37.92;37.92;36.54
20210703:1810;26.28;26.28;26.28;28.43;28.43;27.355
20210703:1910;9.6;9.6;9.6;124.46;6.81;67.03
20210703:2010;0;0;0;0;0;0
20210703:2110;0;0;0;0;0;0
20210703:2210;0;0;0;0;0;0
20210703:2310;0;0;0;0;0;0
20210704:0010;0;0;0;0;0;0
20210704:0110;0;0;0;0;0;0
20210704:0210;0;0;0;0;0;0
20210704:0310;0;0;0;0;0;0
20210704:0410;9.18;110.12;9.18;9.18;9.18;59.65
20210704:0510;110.81;329.01;42.52;42.52;42.52;185.765
20210704:0610;280.86;474.58;147.9;76.49;55.53;275.535
20210704:0710;473.86;630.23;335.95;75.1;177.76;352.665
20210704:0810;318.51;337.31;296.51;223.21;270.87;280.26
20210704:0910;472.84;478.49;442.29;299.97;401.6;389.23
20210704:1010;221.21;220.83;220.95;219.19;220.53;220.01
20210704:1110;70.89;70.89;70.89;70.89;70.89;70.89
20210704:1210;106.49;106.49;106.49;106.49;106.49;106.49
20210704:1310;231.75;229.91;232.33;232.14;232.67;231.025
20210704:1410;109.72;109.72;109.72;109.72;109.72;109.72
20210704:1510;169.27;167.41;170.28;171.9;171.16;169.655
20210704:1610;156.16;143.46;162.21;175.16;167.95;159.31
20210704:1710;110.09;111.08;135.26;224.69;170.14;167.885
20210704:1810;42.11;42.11;42.11;334.56;114.63;188.335
20210704:1910;9.66;9.66;9.66;119.37;7.06;64.515
20210704:2010;0;0;0;0;0;0
20210704:2110;0;0;0;0;0;0
20210704:2210;0;0;0;0;0;0
20210704:2310;0;0;0;0;0;0
20210705:0010;0;0;0;0;0;0
20210705:0110;0;0;0;0;0;0
20210705:0210;0;0;0;0;0;0
20210705:0310;0;0;0;0;0;0
20210705:0410;0;0;0;0;0;0
20210705:0510;26.21;26.21;24.21;24.21;24.21;25.21
20210705:0610;151.55;191.37;126.36;107.76;108.93;149.565
20210705:0710;118.26;118.85;117.79;109.51;117.29;114.18
20210705:0810;193.32;195.15;191.2;184.28;188.75;189.715
20210705:0910;208.91;209.05;208.19;205.01;207.25;207.03
20210705:1010;102.36;102.36;102.36;102.36;102.36;102.36
20210705:1110;162.18;162.18;162.18;162.18;162.18;162.18
20210705:1210;243.86;242.43;244.13;243.12;244.15;242.775
20210705:1310;374.4;339.17;385.36;381.56;391.7;360.365
20210705:1410;303.83;276.36;315.13;324.99;323.72;300.675
20210705:1510;74.63;74.63;74.63;74.63;74.63;74.63
20210705:1610;201.81;162.57;260.35;380.54;314.54;271.555
20210705:1710;35.92;33.28;35.92;35.92;35.92;34.6
20210705:1810;10.79;10.79;10.79;11.82;11.82;11.305
20210705:1910;6.19;6.19;6.19;12.29;6.7;9.24
20210705:2010;0;0;0;0;0;0
20210705:2110;0;0;0;0;0;0
20210705:2210;0;0;0;0;0;0
20210705:2310;0;0;0;0;0;0
20210706:0010;0;0;0;0;0;0
20210706:0110;0;0;0;0;0;0
20210706:0210;0;0;0;0;0;0
20210706:0310;0;0;0;0;0;0
20210706:0410;0.49;0.67;0.49;0.49;0.49;0.58
20210706:0510;4.03;4.03;3.57;3.57;3.57;3.8
20210706:0610;33.87;33.87;33.87;31.36;33.87;32.615
20210706:0710;90.55;90.55;90.55;84.54;90.55;87.545
20210706:0810;391.19;424.22;352.29;222;306.78;323.11
20210706:0910;619.78;629.93;563.53;296.68;488.01;463.305
20210706:1010;692.14;644.65;660.16;421.89;604.88;533.27
20210706:1110;295.37;291.16;295.25;288.04;294.08;289.6
20210706:1210;245.75;244.28;246.03;244.98;246.04;244.63
20210706:1310;450.21;380.8;471.66;463.98;484.01;422.39
20210706:1410;447.77;312.17;501.87;548;542.34;430.085
20210706:1510;344.2;196.71;420.67;537.24;484.83;366.975
20210706:1610;117.09;109.26;117.58;118.62;118.04;113.94
20210706:1710;88.6;101.78;151.25;368.56;237.64;235.17
20210706:1810;45.69;45.69;45.69;65.71;53.06;55.7
20210706:1910;4.62;4.62;4.62;5.16;5.16;4.89
20210706:2010;0;0;0;0;0;0
20210706:2110;0;0;0;0;0;0
20210706:2210;0;0;0;0;0;0
20210706:2310;0;0;0;0;0;0
20210707:0010;0;0;0;0;0;0
20210707:0110;0;0;0;0;0;0
20210707:0210;0;0;0;0;0;0
20210707:0310;0;0;0;0;0;0
20210707:0410;8.11;68.2;8.11;8.11;8.11;38.155
20210707:0510;115.66;372.89;37.12;37.12;37.12;205.005
20210707:0610;312.21;549.65;147.07;58.92;58.92;304.285
20210707:0710;503.05;677.6;350.99;69.81;178.65;373.705
20210707:0810;644.63;738.33;528.02;93.55;382.96;415.94
20210707:0910;641.8;652.45;581.54;288.06;499.71;470.255
20210707:1010;580.52;548.94;559.28;403.45;522.73;476.195
20210707:1110;182.44;182.44;182.44;182.44;182.44;182.44
20210707:1210;124.18;124.18;124.18;124.18;124.18;124.18
20210707:1310;131.14;131.14;131.14;131.14;131.14;131.14
20210707:1410;240.82;234.03;243.62;246.03;245.75;240.03
20210707:1510;333.36;203.71;400.3;501.85;456.36;352.78
20210707:1610;170.46;154.39;182.2;207.1;193.29;180.745
20210707:1710;92.05;103.8;149.49;346.71;228.13;225.255
20210707:1810;46.75;46.75;46.75;70.17;54.96;58.46
20210707:1910;6.73;6.73;6.73;19.17;7.1;12.95
20210707:2010;0;0;0;0;0;0
20210707:2110;0;0;0;0;0;0
20210707:2210;0;0;0;0;0;0
20210707:2310;0;0;0;0;0;0
20210708:0010;0;0;0;0;0;0
20210708:0110;0;0;0;0;0;0
20210708:0210;0;0;0;0;0;0
20210708:0310;0;0;0;0;0;0
20210708:0410;7.53;92.95;7.53;7.53;7.53;50.24
20210708:0510;117.6;386.13;34.97;34.97;34.97;210.55
20210708:0610;121.91;139.98;110.51;98.6;98.6;119.29
20210708:0710;128.53;130.34;127.1;116.91;125.6;123.625
20210708:0810;201.68;204.26;198.66;188.81;195.18;196.535
20210708:0910;77.2;77.2;77.2;77.2;77.2;77.2
20210708:1010;398.82;387.79;391.41;338.31;378.76;363.05
20210708:1110;356.15;343.69;355.78;334.36;352.32;339.025
20210708:1210;208.8;208.45;208.87;208.62;208.87;208.535
20210708:1310;207.95;207.06;208.23;208.12;208.39;207.59
20210708:1410;288.83;266.75;297.84;305.52;304.67;286.135
20210708:1510;49.59;49.59;49.59;49.59;49.59;49.59
20210708:1610;107.11;100.19;107.11;107.11;107.11;103.65
20210708:1710;108.94;109.19;131.77;211.67;163.14;160.43
20210708:1810;23.05;23.05;23.05;24.97;24.97;24.01
20210708:1910;2.6;2.6;2.6;2.98;2.98;2.79
20210708:2010;0;0;0;0;0;0
20210708:2110;0;0;0;0;0;0
20210708:2210;0;0;0;0;0;0
20210708:2310;0;0;0;0;0;0
20210709:0010;0;0;0;0;0;0
20210709:0110;0;0;0;0;0;0
20210709:0210;0;0;0;0;0;0
20210709:0310;0;0;0;0;0;0
20210709:0410;6.94;69.06;6.94;6.94;6.94;38
20210709:0510;30.03;30.03;27.77;27.77;27.77;28.9
20210709:0610;290.8;499.54;145.72;70.37;70.37;284.955
20210709:0710;371.14;470;288.74;148.08;198.72;309.04
20210709:0810;500.74;559.04;429.44;174.91;343.03;366.975
20210709:0910;412.87;416.41;392.46;299.23;365.49;357.82
20210709:1010;535.84;509.49;518.23;388.53;487.88;449.01
20210709:1110;134.4;134.4;134.4;134.4;134.4;134.4
20210709:1210;280.9;276.2;281.77;278.4;281.81;277.3
20210709:1310;430.82;367.08;450.22;442.62;461.24;404.85
20210709:1410;182.72;182.17;182.94;183.13;183.11;182.65
20210709:1510;339.84;186.31;417.4;532;481.33;359.155
20210709:1610;202.08;144.82;293.48;473.53;376.2;309.175
20210709:1710;101.15;108.21;144.12;292.11;202.85;200.16
20210709:1810;48.96;48.96;48.96;90.01;61.42;69.485
